id,tweet,suggestedUsage,actualCategory
AViCd5_fc96u6qSv77r0,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/qaDdQL5iL0 #Banking #Anacortes, WA #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCTWPPc96u6qSv77pp,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/QAGa8rMy6N #Banking #JohnsonCity, NY #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AVhzITDLe9yMj175jmPJ,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/qAYDBLL3Gp #Finance #Lebanon, NH #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCjBkic96u6qSv77t0,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/QZtBD3NQI3 #IT #Chandler, AZ #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCGrXCc96u6qSv77nY,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/RPaScfSgt6 #Potomac, MD #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AVhzCNhQe9yMj175jmHt,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/sjKGY6gMfd #ProjectMgmt #SanFrancisco, CA #Veterans #Hiring",TRAINING,SUGGESTION
AViCfMbGc96u6qSv77sY,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/sS7YV17Z9b #Marketing #SanFrancisco, CA #Veterans #Hiring",TRAINING,SUGGESTION
AViCkG2Ic96u6qSv77uI,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/TwDUcvh6By #Banking #Washington, DC #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCRiubc96u6qSv77pQ,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/U6VG6vuOkl #IT #Charlotte, NC #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCSZQ5c96u6qSv77pc,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/uB5K6pAK27 #Insurance #Phoenix, AZ #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCfqGcc96u6qSv77sx,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/uMOW4tu0qM #Legal #LosAngeles, CA #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCfhjrc96u6qSv77sq,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/UOtO141bX2 #DesMoines, IA #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AVhzG9F3e9yMj175jmNt,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/V8mnwh3Zpm #Banking #Bakersfield, CA #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCfpoJc96u6qSv77sw,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/Vgm4nkhyQ2 #Banking #Austin, TX #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViITUpV5WZ5LI912JNC,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/VxcCohZ6ff #Banking #Baltimore, MD #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AVhzIAvje9yMj175jmO0,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/WF3x2gYLw2 #IT #Minneapolis, MN #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCcGBtc96u6qSv77rT,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/XMVQeixk3L #Marketing #WestDesMoines, IA #Veterans #Hiring",TRAINING,SUGGESTION
AViCU-4-c96u6qSv77p8,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/xrxV6QO2w6 #IT #NorthBrunswickTownship, NJ #Veterans #Hiring",TRAINING,SUGGESTION
AViCju1Ec96u6qSv77uB,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/YNrp3E5d3w #IT #GlenAllen, VA #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCTTu7c96u6qSv77po,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/YrhvEfTJhm #Golden, CO #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCY-TDc96u6qSv77qt,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/YVvlmjFXf6 #IT #DesMoines, IA #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCHMjCc96u6qSv77nd,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/YzKKCwaSUv #Charlotte, NC #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCWiSmc96u6qSv77qM,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/z270727pN2 #CustomerService #Gainesville, FL #Veterans #Hiring",TRAINING,SUGGESTION
AViMl7eoAHJ-cL1yqllU,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/zEJ9hx1zxL #Banking #TraverseCity, MI #Veterans #Hiring",TRAINING,SUGGESTION
AViMlkgEAHJ-cL1yqllO,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/zH3saHmb08 #SaltLakeCity, UT #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViCjBkic96u6qSv77tz,"Join the Wells Fargo team! See our latest #job opening here: https://t.co/ZqWiWDBXBC #Banking #Melbourne, FL #Veterans #Hiring #CareerArc",TRAINING,SUGGESTION
AViJnw_z2cIsszF7Yw4b,Just found out @WellsFargo is one of the banks funding the North Dakota Pipeline...guess it's time to switch banks and #boycott,TRAINING,COMPLAINT
AViJdgc42cIsszF7Yw2E,Just posted a photo @ Wells Fargo Center https://t.co/5vQFqRLfH9,TRAINING,MISCELLANEOUS
AViMi7DLAHJ-cL1yqlkq,Karl Finkelstein &amp; Chris Lantz of VPA at Restaurant Finance Conference in Las Vegas. Visiting with the Wells Fargo_Ñ_ https://t.co/ao0CgsrM0X,TRAINING,NEWS - NEUTRAL
AViISHQJ5WZ5LI912JMt,Kindly waiting for Wells Fargo to refund my money,TRAINING,COMPLAINT
AViJpKAj2cIsszF7Yw4o,Latest Videos | Mail Online: Wells Fargo hit with $190M fine for creating 2M ghost accounts https://t.co/2A1q1y8zUx,TRAINING,NEWS - NEGATIVE
AViIS3ST5WZ5LI912JM4,Lawmakers: #WellsFargo Employee Files Show #Bank Knew Of Fake Account Fiasco https://t.co/qOr0mgA2lk by_Ñ_ https://t.co/EfF4nq3J9L,TRAINING,NEWS - NEGATIVE
AVhy_J-pe9yMj175jmEr,"Leaders visit new #WellsFargo History Museum. One says, _ÑÒI wouldn_Ñét put my money anywhere else""_Ñ_ https://t.co/UXFmLimct2",TRAINING,NEWS - POSITIVE
AVhwYh2NI2Sjmi8PbQ6L,Leaving @CitizensBank to go to @WellsFargo _ù_«ôè#overit,TRAINING,COMPLIMENT
AVhwYzMjI2Sjmi8PbQ6N,Leaving @CitizensBank to go to @WellsFargo if cb can't help me _ªé† #overit,TRAINING,COMPLIMENT
AVhy-fdne9yMj175jmD7,"Leaving on vacation and this just in: #WellsFargo new accounts tumble 44%, more closures https://t.co/fLXzqz2j1c via @jennysurane $WFC",TRAINING,NEWS - NEGATIVE
AVhy88Tae9yMj175jmB8,Live: Wells Fargo says new account openings tumbled 44 percent in October   https://t.co/SeZhPkuvHn #forex #markets #trading @forexmesh,TRAINING,NEWS - NEGATIVE
AVhzActve9yMj175jmGT,"Livesquawk: RT DailyFXTeam: Yellen: Wells Fargo oversight is shared among agencies, Fed working collaboratively with other bank supervisors",TRAINING,NEWS - NEUTRAL
AVhzEnbne9yMj175jmKK,Lol. Please don't hold your breath. https://t.co/EHrpY2jen5,TRAINING,MISCELLANEOUS
AVhzF-Mue9yMj175jmMd,Look at that the market can work and people can make their own decisions on who to do business with https://t.co/paEc6Y1kBv,TRAINING,MISCELLANEOUS
AViORVO-AHJ-cL1yqll7,Looks like a robbery or threat at Wells Fargo on 54??,TRAINING,NEWS - NEGATIVE
AViJhJG92cIsszF7Yw22,M-V-P !!!!!! joelembiid !!!! #TrustTheProcess _ªéÔ_ªè_ @ Wells Fargo Center https://t.co/Dwns14AK5c,TRAINING,MISCELLANEOUS
AViMltP5AHJ-cL1yqllS,M-V-P !!!!!! joelembiid !!!! #TrustTheProcess _ªéÔ_ªè_ @ Wells Fargo Center https://t.co/Dwns14AK5c,TRAINING,MISCELLANEOUS
AViCNoP2c96u6qSv77oX,MableGertrude Congrats on your 250_ù_«ôè tweet! https://t.co/VOCaJ7YUMS https://t.co/okx5FF9ixF,TRAINING,MISCELLANEOUS
AViCcR02c96u6qSv77ri,Manhattan Associates Inc. $MANH Stake Cut by Wells Fargo &amp; Company MN https://t.co/wStXfZC7vB,TRAINING,NEWS - NEGATIVE
AVhy8_G4e9yMj175jmB-,markets: Wells Fargo says new account openings tumbled 44 percent in October https://t.co/w3dwMi4lJi,TRAINING,NEWS - NEGATIVE
AViMhkoJAHJ-cL1yqljk,Massive' Wells Fargo probe won't be complete until spring https://t.co/xIuZSLim2e,TRAINING,NEWS - NEUTRAL
AVhzBhBoe9yMj175jmHN,Mickey Mouse &amp; his friends will be coming to Wells Fargo Arena and will be taking US on an adventure https://t.co/fwFMC4w31y,TRAINING,MISCELLANEOUS
AVhwKcLjT_uKRw_KmF-V,Mickey Mouse &amp; his friends will be coming to Wells Fargo Arena and will be taking US on an adventure https://t.co/KOAO1v1Njc,TRAINING,MISCELLANEOUS
AVhy9k_3e9yMj175jmCl,Moins de comptes ouverts chez Wells Fargo https://t.co/mZKO4N4a1w,TRAINING,MISCELLANEOUS
AVhzBncue9yMj175jmHW,"More illegal behavior by #JPMorgan to accompany #WellsFargo, will any executives see jail? Nah. These institutions_Ñ_ https://t.co/pqRPGbfDct",TRAINING,NEWS - NEGATIVE
AViChV3Jc96u6qSv77tn,More troubles ahead for Wells Fargo: Former employees are claiming the bank unfairly tarnished their reputations. https://t.co/c2YYgbz2Zc,TRAINING,NEWS - NEGATIVE
AVhy9jA4e9yMj175jmCg,My Latest: How Wall Street Banks like Wells Fargo &amp; Bank of America Could Cash in  On Trump_Ñés Private Prison Plans https://t.co/cXnG6ox5pJ,TRAINING,NEWS - POSITIVE
AViKabA82cIsszF7Yw5Z,My mom is also closing her @WellsFargo account because of their participation in DAPL! #NoDAPL #StandWithStandingRock,TRAINING,COMPLAINT
AVhy_Peee9yMj175jmEz,National Parental Involvement Day @Hollis_CREW @InvestAtlanta @cisatlanta @Habitat_org @CHRIS180_Change @WellsFargo https://t.co/8kzomJGMEh,TRAINING,MISCELLANEOUS
AVhzAZ94e9yMj175jmGS,National Parental Involvement Day Hollis_CREW InvestAtlanta cisatlanta Habitat_org CHRIS180_Change WellsFargo _Ñ_ https://t.co/SnpQLfgxPN,TRAINING,MISCELLANEOUS
AViHdrnw5WZ5LI912JL9,"Natural News announces economic boycott of CNN corp sponsors including GEICO, WellsFargo, Sprint, Dodge and ETrade - https://t.co/01Ig4uiSJD",TRAINING,NEWS - NEGATIVE
AViCju1Ec96u6qSv77uC,"Natural News announces economic boycott of CNN corporate sponsors, GEICO, WellsFargo, Sprint, Dodge and ETrade https://t.co/a38i1vAWGY",TRAINING,NEWS - NEGATIVE
AViCju1Ec96u6qSv77t-,"Natural News announces economic boycott of CNN corporate sponsors, including GEICO, WellsFargo, Sprint, Dodg https://t.co/VHiahC8BSa",TRAINING,NEWS - NEGATIVE
AViCOsQ-c96u6qSv77oq,"Natural News announces economic boycott of CNN corporate sponsors, including GEICO, WellsFargo, Sprint, Dodge and ETrade",TRAINING,NEWS - NEGATIVE
AViCc5wEc96u6qSv77rr,"Natural News announces economic boycott of CNN corporate sponsors, including GEICO, WellsFargo, Sprint, Dodge and... https://t.co/5wxc7D2oe3",TRAINING,NEWS - NEGATIVE
AViCju1Ec96u6qSv77t_,"Natural News announces economic boycott of CNN corporate sponsors, including GEICO, WellsFargo, Sprint, Dodge and... https://t.co/ueD8pFb4ek",TRAINING,NEWS - NEGATIVE
AVhzIGase9yMj175jmO-,"Natural News announces economic boycott of CNN corporate sponsors,including GEICO,WellsFargo, Sprint, Dodge &amp; ETrade https://t.co/68JXZmZhSg",TRAINING,NEWS - NEGATIVE
AViCIfYhc96u6qSv77np,"Natural News announces economic boycott of CNN corporate sponsors,including GEICO,WellsFargo, Sprint, Dodge &amp; ETrade https://t.co/68JXZmZhSg",TRAINING,NEWS - NEGATIVE
AVhy9OR7e9yMj175jmCM,Navajo Nation contemplating _ÑÉdivorce_Ñé from Wells Fargo https://t.co/FsAdUxL42a via @navajotimes,TRAINING,NEWS - NEGATIVE
AVhy-kNGe9yMj175jmEA,Navajo Nation contemplating _ÑÉdivorce_Ñé from Wells Fargo https://t.co/VJO4RaOeIe  Yes. #CloseYourAccount,TRAINING,NEWS - NEGATIVE
AViJlrSx2cIsszF7Yw35,New &amp; Used Car Loan Options _Ñ_ Wells Fargo #salinas #auto #mall https://t.co/Ypc11riL8l,TRAINING,SUGGESTION
AViJfFjU2cIsszF7Yw2Y,New &amp; Used Car Loan Options _Ñ_ Wells Fargo #used #honda #cars https://t.co/6NVdmSam6H,TRAINING,SUGGESTION
AViJeyRK2cIsszF7Yw2V,New &amp; Used Car Loan Options _Ñ_ Wells Fargo #used #honda #cars https://t.co/j1hNPNtrao,TRAINING,SUGGESTION
AViJeShY2cIsszF7Yw2N,New &amp; Used Car Loan Options _Ñ_ Wells Fargo #used #honda #cars https://t.co/jLT49g3g8k,TRAINING,SUGGESTION
AViJjF6-2cIsszF7Yw3d,New &amp; Used Car Loan Options _Ñ_ Wells Fargo #used #honda #cars https://t.co/PceBqOzTtz,TRAINING,SUGGESTION
AViJfxA02cIsszF7Yw2j,New &amp; Used Car Loan Options _Ñ_ Wells Fargo #used #honda #cars https://t.co/RBiDgn79ez,TRAINING,SUGGESTION
AViIR0Ho5WZ5LI912JMq,New on the @HGData #blog: No Stones for Wells Fargo - Salesman Heal Thyself https://t.co/MdBQ3iJt1V_Ñ_ https://t.co/kuxapjPOnP,TRAINING,MISCELLANEOUS
AViJfGav2cIsszF7Yw2Z,"New post: ""'Massive' Wells Fargo probe won't be complete until spring"" https://t.co/afffkiRiEm",TRAINING,NEWS - NEUTRAL
AViJfGxB2cIsszF7Yw2c,"New post: ""Wells Fargo probe won't be done until spring"" https://t.co/AI3CdqEmcT",TRAINING,NEWS - NEUTRAL
AVhy-Ml3e9yMj175jmDr,"New post: ""Wells Fargo sees significant slowdown in account openings"" https://t.co/QLUOrOTbcK",TRAINING,NEWS - NEGATIVE
AVhzJC8Ne9yMj175jmQN,New post: WELLS FARGO &amp; COMPANY (NASDAQ:BDCL) Files An 8-K Other Events https://t.co/l1sA7eoVmE,TRAINING,NEWS - NEUTRAL
AVhy-FFze9yMj175jmDR,News Update Wells Fargo account openings plunge 44% - Wells Fargo said on Thursday that new account openings an... https://t.co/0Ry7HrlEva,TRAINING,NEWS - NEGATIVE
AViCUjHUc96u6qSv77pz,NEWS: Banking Regulator Imposes New Restrictions on Wells Fargo (WSJ)($) https://t.co/IqqBfp5TR0,TRAINING,NEWS - NEGATIVE
AVhy8JJQe9yMj175jmA6,No way... https://t.co/oCdCy4z16Q,TRAINING,MISCELLANEOUS
AVhwTG42I2Sjmi8PbQ5W,Nope. Totally doesn't sound like Wells Fargo at all. Sales goals are never unreasonable. #OfficeDepot https://t.co/6ZjQnSS7In,TRAINING,MISCELLANEOUS
AVhy9307e9yMj175jmC4,Northrop Grumman Corp._Ñés (NOC) _ÑÒHold_Ñù Rating Reiterated at Wells Fargo &amp; Co. https://t.co/TA1crD3vMM,TRAINING,NEWS - NEUTRAL
AVhy8q1de9yMj175jmBt,Northrop Grumman Corp._Ñés $NOC _ÑÒHold_Ñù Rating Reiterated at Wells Fargo &amp; Co. https://t.co/t5kFGovTkJ,TRAINING,NEWS - NEUTRAL
AVhy-qHte9yMj175jmEN,Northrop Grumman Corp._Ñés $NOC _ÑÒHold_Ñù Rating Reiterated at Wells Fargo &amp; Co. https://t.co/x2u2xxCw5M,TRAINING,NEWS - NEUTRAL
AVhy8hENe9yMj175jmBV,Northrop Grumman Corp._Ñés $NOC _ÑÒHold_Ñù Rating Reiterated at Wells Fargo &amp; Co. https://t.co/YmCzfZXMGl,TRAINING,NEWS - NEUTRAL
AVhwLNtyT_uKRw_KmF-c,Norwegian Cruise Line Holdings Ltd. (NCLH) Stock Rating Reaffirm by Wells Fargo &amp; Co. https://t.co/JiTg0T861p,TRAINING,NEWS - NEUTRAL
AVhy8jype9yMj175jmBf,Now Hiring: Senior Business/Systems Analysis | Wells Fargo: US - NC - Charlotte | https://t.co/Jbme5BCl57 #jobs,TRAINING,SUGGESTION
AViJfYvW2cIsszF7Yw2e,OCC imposes management restrictions on Wells Fargo https://t.co/OPryE5hs60,TRAINING,NEWS - NEGATIVE
AViHeLMl5WZ5LI912JMH,OCC slaps serious sa https://t.co/gNHdL7Tsw2,TRAINING,NEWS - NEGATIVE
AVhzBpdwe9yMj175jmHY,Open at 11 @WellsFargo at Pine and Beaumont. #thisisit #offseason @downtownstlouis @Fleishman @ChaChaonShaw,TRAINING,MISCELLANEOUS
AViCNYUnc96u6qSv77oT,Ouch! Wells Fargo braces for losses as prosecutors delve into possible mortgage abuses https://t.co/byKXhD9epA via @LivingLiesBlog,TRAINING,NEWS - NEGATIVE
AVhzD7U3e9yMj175jmJc,Ouch. Maybe watch your employees a little closer. https://t.co/Eay8xoe3G7,TRAINING,NEWS - NEGATIVE
AViCTg5ec96u6qSv77pr,"Our #LIHeart5K wouldn't be possible without our amazing sponsors! Thank you @WinthropHosp, @WellsFargo,_Ñ_ https://t.co/lYVrCckPyt",TRAINING,COMPLIMENT
AViMjTL1AHJ-cL1yqlkx,"Our members' 2017 resolutions with #WellsFargo, A Question of Ethics: https://t.co/jEdWX8j5cr https://t.co/GEh98yUeXu",TRAINING,NEWS - NEGATIVE
AViCcaesc96u6qSv77rn,Owens &amp; Minor Inc. $OMI Shares Sold by Wells Fargo &amp; Company MN https://t.co/ekXj7gxTw5,TRAINING,NEWS - NEUTRAL
AViCbsUsc96u6qSv77rL,Owens &amp; Minor Inc. $OMI Shares Sold by Wells Fargo &amp; Company MN https://t.co/TvqMLGA5vh,TRAINING,NEWS - NEUTRAL
AViJmOie2cIsszF7Yw4E,"Personal Banker (SAFE) 1 - Wells Fargo - Seal Beach, CA  https://t.co/WMbYLPHLMY #internships #jobs",TRAINING,SUGGESTION
AViJnIwz2cIsszF7Yw4O,"Personal Banker (SAFE) 1 - Wells Fargo - Seal Beach, CA https://t.co/inijoejxLu",TRAINING,SUGGESTION
AViJoSo32cIsszF7Yw4h,Pinpoint Op on @wellsfargo murder the CTO and CEO @NSAGov,TRAINING,COMPLAINT
AViCdyt3c96u6qSv77rz,President Trump Is Just What the Private Prison Industry Ordered - In These Times: https://t.co/1RNzYTfrl7,TRAINING,MISCELLANEOUS
AViHdBa75WZ5LI912JLC,Price Target Alert: Trading the Zacks price target change for WELLS FARGOë_$WFC https://t.co/3WI1Ahaj7o https://t.co/mmEEOtD8rS,TRAINING,NEWS - NEUTRAL
AVhzJIe1e9yMj175jmQW,"Problems With #Bank Accounts Go Far Beyond Wells Fargo, Study Shows https://t.co/gzY9tcNHdt",TRAINING,NEWS - NEGATIVE
AVhy9793e9yMj175jmDG,Procter &amp; Gamble Co. $PG Stock Rating Reaffirmed by Wells Fargo &amp; Co. https://t.co/NKFtJIYtoi,TRAINING,NEWS - NEUTRAL
AViJlCEI2cIsszF7Yw3z,Quick flick #sixerslive @ Sixers Game at Wells Fargo Center https://t.co/6Yh47fraWX,TRAINING,MISCELLANEOUS
AViMg52OAHJ-cL1yqljb,"Quick plug for @MeetEarnest - I refinanced 6 months ago and went from ~8% (Wells Fargo, 2008) to ~3% interest on my student debt... (1/2)",TRAINING,MISCELLANEOUS
AViCPv_wc96u6qSv77o3,Really @WellsFargo smh,TRAINING,COMPLAINT
AVhzIGBLe9yMj175jmO8,Really not liking the new Wellsfargo online banking. _ªÉ_,TRAINING,COMPLAINT
AViCc-oIc96u6qSv77rs,Regulator Tightens Control Over Wells Fargo [0.17]: https://t.co/AbIEta45LT,TRAINING,NEWS - NEGATIVE
AViCSV3Cc96u6qSv77pb,"Regulator Tightens Control Over Wells Fargo, via @nytimes #moveyourmoney (Credit unions are @asmarterchoice) https://t.co/HPz18SPnnA",TRAINING,NEWS - NEGATIVE
AVhzAHjDe9yMj175jmF6,Rep. Hanna asks Yellen if the Fed would have caught the problems at Wells Fargo if it were still in charge of consumer protection.,TRAINING,NEWS - NEGATIVE
AVhzC8uMe9yMj175jmIw,"Rep. Hanna calls Wells Fargo fraud ""a profound miss"" for CFPB, asks Yellen if Fed had been in charge, would it have gone differently?",TRAINING,NEWS - NEGATIVE
AViMmdsiAHJ-cL1yqllb,Report: Wells Fargo and other Wall Street banks profit from incarceration and deportation.ë_https://t.co/gja7CnVxAzë_#ProgramsNotProfits,TRAINING,NEWS - NEUTRAL
AVhzE3cSe9yMj175jmKu,Repuestos Usados y Nuevos: https://t.co/jdDkJPnGZT #RepuestosUsados Wells Fargo Reports Drop in New Customer Ac... https://t.co/NNl3V3FS7h,TRAINING,NEWS - NEGATIVE
AVhzG0qZe9yMj175jmNd,Reserve a table at 12/15 Annual Membership Luncheon https://t.co/KkcFjT0pfv Thanks to @WalkupLawFirm @WellsFargo and LRIS,TRAINING,MISCELLANEOUS
AViCHrpcc96u6qSv77ni,"Rhode Island Will Join Investors Demanding Wells Fargo Come Clean https://t.co/Mp61CG1tbZ PROVIDENCE, RI_Ñ_Seth Magaziner, the state's gener_Ñ_",TRAINING,NEWS - NEGATIVE
AViMiZfCAHJ-cL1yqlki,RIGHT?!?! https://t.co/rYZw8j2mlE,TRAINING,MISCELLANEOUS
AViJnpUe2cIsszF7Yw4Y,Romantic heartfelt love letter https://t.co/ydrXhACtmN,TRAINING,MISCELLANEOUS
AVhzFdoTe9yMj175jmLu,RT @zerohedge Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50%_Ñ_ https://t.co/E33Arpwbv3,TRAINING,NEWS - NEGATIVE
AVhzFO5oe9yMj175jmLR,RT @zerohedge: Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/6kM0RO3Lqc,TRAINING,NEWS - NEGATIVE
AViCRE_Vc96u6qSv77pI,RT SeekingAlpha: Wells Fargo: Dead Culture? https://t.co/GAmDrgjKhL $BAC $JPM $WFC,TRAINING,NEWS - NEGATIVE
AViHcqpU5WZ5LI912JK6,RT SeekingAlpha: Wells Fargo: The Trump Rally And Beyond https://t.co/QEcLEYuE5v $WFC,TRAINING,MISCELLANEOUS
AVhzI2GKe9yMj175jmP6,S/O to the girls at Wells Fargo for giving me a doughnut for waiting sooo long lol _ªç©,TRAINING,COMPLIMENT
AVhzEsxqe9yMj175jmKS,Samsung's plan for the Galaxy Note 7 + more fallout for @WellsFargo https://t.co/XWQnofNeGS,TRAINING,NEWS - NEGATIVE
AVhy_b-we9yMj175jmFL,Seattle (WA) Times-Business: Wells Fargo sees significant slowdown in account openings,TRAINING,NEWS - NEGATIVE
AVhzBgMfe9yMj175jmHL,"See our latest #SanFrancisco, CA #job and click to apply: Wells Fargo Securities Summer Analyst... - https://t.co/OIEnaK9JZD #Veterans",TRAINING,SUGGESTION
AVhwYZaXI2Sjmi8PbQ6J,Selling vs business: What Wells Fargo scam teaches us https://t.co/eW8Mh0Ouy5 #WorstBankersintheWorld,TRAINING,NEWS - NEGATIVE
AVhy9cyfe9yMj175jmCc,Sen. Bob Casey Pushes Finra to Expedite Reviews of Wells Fargo Employee Dismissals -- Update https://t.co/Ow6ztNu7pX via @Nasdaq,TRAINING,NEWS - NEGATIVE
AVhzFHi_e9yMj175jmLE,"Senators push for expedited FINRA review of #WellsFargo, as scandal fallout continues https://t.co/8j6IVuU1eV $WFC_Ñ_ https://t.co/0oXJXsV4sj",TRAINING,NEWS - NEGATIVE
AVhzFHi_e9yMj175jmLC,"Senators push for expedited FINRA review of #WellsFargo, as scandal fallout continues https://t.co/9lngKpZ7Wo $WFC_Ñ_ https://t.co/vTjJ8PYZ23",TRAINING,NEWS - NEGATIVE
AViCjEejc96u6qSv77t7,"Senators push for expedited FINRA review of #WellsFargo, as scandal fallout continues https://t.co/DsPWcnGrzP $WFC @elizabethforma",TRAINING,NEWS - NEGATIVE
AVhzFHi_e9yMj175jmLA,"Senators push for expedited FINRA review of #WellsFargo, as scandal fallout continues https://t.co/DsPWcnGrzP $WFC_Ñ_ https://t.co/qC2PEBlwiH",TRAINING,NEWS - NEGATIVE
AVhy8Xrfe9yMj175jmBK,"Senators push for expedited FINRA review of Wells Fargo, as scandal fallout continues https://t.co/D1cVCKYrXd #sacramento",TRAINING,NEWS - NEGATIVE
AVhzA1hhe9yMj175jmGm,"Senators push for expedited FINRA review of Wells Fargo, as scandal fallout continues https://t.co/PH1e9Z74Hf",TRAINING,NEWS - NEGATIVE
AVhy8Nhke9yMj175jmA7,"Senators push for expedited FINRA review of Wells Fargo, as scandal fallout continues https://t.co/TTRv3lhvP0 #Sacramento",TRAINING,NEWS - NEGATIVE
AVhy-yLRe9yMj175jmEe,"Senators push for expedited FINRA review of Wells Fargo, as scandal fallout continues: A group of senators.. https://t.co/DooFwAhCau",TRAINING,NEWS - NEGATIVE
AVhy8Odme9yMj175jmA9,"Senators push for expedited FINRA review of Wells Fargo, as scandal fallout continues: A group of senators_Ñ_ https://t.co/dVZKPno4E3",TRAINING,NEWS - NEGATIVE
AVhzIMKje9yMj175jmPC,"Senators push for expedited FINRA review of Wells Fargo, as scandal fallout continues: A group of senators_Ñ_ https://t.co/EQeDtKbz8k",TRAINING,NEWS - NEGATIVE
AVhwNKKjI2Sjmi8PbQ4J,Sheeesh https://t.co/GW5Xv4EUca,TRAINING,MISCELLANEOUS
AViJoy_f2cIsszF7Yw4k,"Shoot freezing water, sound blasts to make children deaf, thugs beat unarmed women #sonoco  #WellsFargo #NoDAPL https://t.co/4a9Xaz8DiE",TRAINING,REQUEST
AViMilrDAHJ-cL1yqlkn,Signet Jewelers Ltd. $SIG Receives _ÑÒOutperform_Ñù Rating from Wells Fargo &amp; Co. https://t.co/4klWLmrBIM,TRAINING,MISCELLANEOUS
AVhzEx-de9yMj175jmKb,"Silver linings: Execs never face criminal charges, only civil penalties. $WFC #JustUs https://t.co/0APtbgMBoX",TRAINING,NEWS - NEGATIVE
AViJh1Ev2cIsszF7Yw3D,Sitting in the Wells Fargo Center hearing fellow Sixers fans getting passionate about the game is such a refreshing_Ñ_ https://t.co/5WiKIY4Xkm,TRAINING,MISCELLANEOUS
AViKaxVs2cIsszF7Yw5c,Sixers game wit my boo_ª¥Ë @ Wells Fargo Center https://t.co/HhHGTVFZT2,TRAINING,MISCELLANEOUS
AViJn0UT2cIsszF7Yw4c,Sixers vs Heat @ Wells Fargo Center https://t.co/JjS1V9Abug,TRAINING,MISCELLANEOUS
AVhwRc5kI2Sjmi8PbQ5M,"Skate with us as the wellsfargo #MplsWinterSkate opens on Wednesday, Nov 23 in Loring Park!_Ñ_ https://t.co/HsJYjJUeoh",TRAINING,MISCELLANEOUS
AVhwUBz-I2Sjmi8PbQ5g,"SoundCloud rapper: ""Bro let's work"" Me: I got PayPal, Visa, Venmo, Circle Pay, Western Union, Wells Fargo, Chase,_Ñ_ https://t.co/UzvHzlDob7",TRAINING,MISCELLANEOUS
AViITBkO5WZ5LI912JM8,"Speaking of stone age, can't edit a recurring payment for a @WellsFargo mortgage, nor delete &amp; recreate same day. Trick to get penalties?",TRAINING,COMPLAINT
AVhy94loe9yMj175jmC-,Sprint Corp._Ñés (S) Buy Rating Reiterated at Wells Fargo &amp; Co. https://t.co/EM1ZdRTLuN,TRAINING,NEWS - NEUTRAL
